Cinsiyet;EgitimSeviyesi;MeslekGrubu;YillikGelir;YasadigiOrtam;ArabaVarMi;MulkVarMi;MedeniHal
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;1;13;2970000;2;0;1;0
1;2;16;1575000;1;0;0;1
1;2;16;1575000;1;0;0;1
1;2;16;1575000;1;0;0;1
1;2;16;1575000;1;0;0;1
1;2;16;1575000;1;0;0;1
0;1;12;1350000;1;0;1;1
0;1;12;1350000;1;0;1;1
0;1;12;1350000;1;0;1;1
0;1;12;1350000;1;0;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
1;1;13;1350000;1;1;1;1
0;1;12;1125000;1;1;1;1
0;1;12;1125000;1;1;1;1
0;1;12;1125000;1;1;1;1
0;1;12;1125000;1;1;1;1
0;1;12;1125000;1;1;1;1
0;1;12;1125000;1;1;1;1
1;1;15;2700000;1;1;1;0
1;1;15;2700000;1;1;1;0
1;1;15;2700000;1;1;1;0
1;1;15;2700000;1;1;1;0
1;1;15;2700000;1;1;1;0
1;2;17;2700000;1;1;1;1
1;2;17;2700000;1;1;1;1
0;1;12;1575000;1;1;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
0;1;13;1665000;1;0;1;1
1;1;13;2700000;1;1;1;1
1;1;13;2250000;1;1;1;1
1;1;13;2250000;1;1;1;1
1;1;7;3150000;1;0;1;0
1;1;7;3150000;1;0;1;0
1;1;14;1575000;1;0;1;0
1;1;14;1575000;1;0;1;0
1;2;14;1485000;1;0;1;1
1;2;14;1485000;1;0;1;1
1;2;14;1485000;1;0;1;1
1;2;14;1485000;1;0;1;1
1;2;14;1485000;1;0;1;1
1;2;14;1485000;1;0;1;1
1;2;14;2025000;1;0;1;1
1;2;14;2025000;1;0;1;1
1;2;14;2025000;1;0;1;1
1;2;14;2025000;1;0;1;1
1;2;14;2025000;1;0;1;1
0;1;12;2025000;1;0;1;0
0;1;12;2025000;1;0;1;0
1;1;8;1125000;1;1;1;0
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
0;1;10;3150000;1;1;1;1
1;3;16;2700000;2;1;1;1
1;3;16;2700000;2;1;1;1
1;2;14;4500000;1;1;1;1
1;2;14;4500000;1;1;1;1
0;1;12;1800000;0;0;1;1
1;2;13;1125000;1;0;1;1
1;2;13;1125000;1;0;1;1
1;2;13;1125000;1;0;1;1
0;1;12;900000;1;0;1;1
0;1;12;900000;1;0;1;1
0;2;13;2025000;1;1;0;1
0;2;13;2025000;1;1;0;1
0;1;12;2475000;1;1;1;1
0;2;17;7650000;1;1;1;1
0;2;17;7650000;1;1;1;1
0;2;17;7650000;1;1;1;1
1;1;7;2700000;1;0;1;1
1;1;7;2700000;1;0;1;1
1;1;7;2700000;1;0;1;1
1;2;17;3150000;1;0;1;0
1;2;17;3150000;1;0;1;0
0;1;12;1575000;0;1;1;1
0;1;12;1575000;0;1;1;1
0;1;12;1575000;0;1;1;1
0;1;12;1575000;0;1;1;1
0;1;4;3600000;1;0;1;1
0;1;4;3600000;1;0;1;1
1;2;16;1125000;1;0;1;1
1;1;17;1350000;1;0;0;1
1;1;17;1350000;1;0;0;1
0;2;17;3150000;1;1;0;1
0;2;17;3150000;1;1;0;1
0;2;17;3150000;1;1;0;1
0;2;17;3150000;1;1;0;1
0;2;17;3150000;1;1;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1800000;1;0;0;1
1;1;10;1575000;1;0;0;1
1;1;10;1575000;1;0;0;1
1;1;10;1575000;1;0;0;1
1;1;10;1575000;1;0;0;1
1;1;10;1575000;1;0;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
0;3;13;2295000;2;1;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;2;17;2700000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;1;7;2925000;1;0;0;1
1;2;7;2700000;1;0;0;1
1;2;7;2700000;1;0;0;1
1;2;7;2700000;1;0;0;1
1;2;7;2700000;1;0;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
1;1;17;2250000;1;1;0;1
0;3;12;1575000;0;1;0;1
0;3;12;1575000;0;1;0;1
0;3;12;1575000;0;1;0;1
0;3;12;1575000;0;1;0;1
1;2;14;742500;2;0;0;0
1;2;14;742500;2;0;0;0
1;2;14;742500;2;0;0;0
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
1;1;15;1440000;1;0;0;0
1;1;15;1440000;1;0;0;0
1;1;15;1440000;1;0;0;0
1;2;14;2025000;0;0;0;1
1;2;14;2025000;0;0;0;1
1;2;14;2025000;0;0;0;1
1;2;14;2025000;0;0;0;1
0;2;17;3375000;0;1;0;1
0;2;17;3375000;0;1;0;1
0;2;17;3375000;0;1;0;1
0;2;17;3375000;0;1;0;1
0;2;17;3375000;0;1;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
0;1;13;1800000;2;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;15;1305000;1;0;0;1
1;1;13;1935000;2;0;0;0
1;1;13;1935000;2;0;0;0
1;1;13;1935000;2;0;0;0
1;1;13;1935000;2;0;0;0
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
0;2;13;2677500;1;1;0;1
1;2;17;1395000;1;0;0;0
1;2;17;1395000;1;0;0;0
1;2;17;1395000;1;0;0;0
0;1;4;675000;1;0;0;1
0;1;4;675000;1;0;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;1;16;2520000;1;1;0;1
0;0;12;1800000;1;0;0;1
0;0;12;1800000;1;0;0;1
1;1;13;1350000;1;0;0;1
1;1;13;1350000;1;0;0;1
1;2;17;9000000;1;1;0;0
1;2;17;9000000;1;1;0;0
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
0;2;12;1800000;1;1;0;1
1;2;14;2250000;1;0;0;1
0;1;10;1350000;1;1;0;1
0;1;10;1350000;1;1;0;1
0;1;10;1350000;1;1;0;1
0;1;10;1350000;1;1;0;1
1;2;17;4500000;1;0;0;1
1;2;17;4500000;1;0;0;1
1;2;17;4500000;1;0;0;1
1;2;17;4500000;1;0;0;1
0;2;14;2790000;1;0;0;0
0;2;14;2790000;1;0;0;0
0;2;14;2790000;1;0;0;0
0;2;14;2790000;1;0;0;0
0;2;14;2790000;1;0;0;0
0;2;14;2790000;1;0;0;0
1;2;7;765000;1;0;0;1
1;2;7;765000;1;0;0;1
1;2;7;765000;1;0;0;1
1;2;7;765000;1;0;0;1
1;2;7;765000;1;0;0;1
1;2;7;765000;1;0;0;1
0;1;4;2025000;1;0;0;1
0;1;4;2025000;1;0;0;1
1;2;14;675000;1;0;0;1
0;3;12;2340000;1;0;0;1
0;3;12;2340000;1;0;0;1
0;3;12;2340000;1;0;0;1
0;3;12;2340000;1;0;0;1
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;14;900000;1;0;0;0
1;1;4;810000;1;0;0;1
0;1;0;1080000;2;0;0;0
0;1;0;1080000;2;0;0;0
0;1;13;1980000;0;0;0;0
0;1;13;1980000;0;0;0;0
0;2;12;3600000;2;1;0;1
0;1;12;810000;0;1;0;1
0;1;12;810000;0;1;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;2;13;2025000;1;0;0;1
1;1;0;1350000;2;0;0;1
1;1;0;1350000;2;0;0;1
0;1;13;1350000;1;1;0;1
0;1;13;1350000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
0;1;12;2700000;1;1;0;1
1;2;14;2025000;1;0;0;1
1;2;14;2025000;1;0;0;1
1;2;14;2025000;1;0;0;1
1;2;14;2025000;1;0;0;1
1;3;14;1575000;1;0;0;1
1;3;14;1575000;1;0;0;1
1;3;14;1575000;1;0;0;1
1;3;14;1575000;1;0;0;1
1;3;14;1575000;1;0;0;1
0;3;13;1800000;1;1;0;1
0;3;13;1800000;1;1;0;1
0;3;13;1800000;1;1;0;1
0;1;13;1125000;2;1;0;0
0;1;13;1125000;2;1;0;0
0;1;13;1125000;2;1;0;0
0;1;13;2160000;1;1;0;1
1;1;10;2025000;1;1;0;1
1;1;10;2025000;1;1;0;1
1;1;10;2025000;1;1;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
1;1;13;1980000;1;0;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
0;1;13;1800000;1;1;0;1
1;1;7;3150000;1;1;0;1
1;1;7;3150000;1;1;0;1
1;1;10;900000;1;0;0;0
1;1;10;900000;1;0;0;0
1;1;10;900000;1;0;0;0
1;1;10;450000;1;0;0;0
1;1;10;450000;1;0;0;0
1;1;14;1440000;1;1;0;1
1;1;14;1440000;1;1;0;1
1;1;14;1440000;1;1;0;1
1;1;14;1440000;1;1;0;1
1;1;14;1440000;1;1;0;1
1;1;14;1440000;1;1;0;1
1;2;10;3150000;1;1;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
1;1;16;1440000;1;0;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
0;1;12;1350000;1;1;0;1
1;1;13;2385000;1;0;0;1
1;1;13;2385000;1;0;0;1
1;1;13;2385000;1;0;0;1
1;1;13;2385000;1;0;0;1
1;1;13;1125000;1;0;0;1
1;1;13;1125000;1;0;0;1
0;3;12;1440000;1;1;0;1
0;3;12;1440000;1;1;0;1
0;1;6;1170000;1;0;0;0
0;1;6;1170000;1;0;0;0
0;1;6;1170000;1;0;0;0
1;1;14;1350000;1;0;0;1
1;1;14;1350000;1;0;0;1
0;2;17;13500000;2;1;0;1
0;2;17;13500000;2;1;0;1
0;2;17;13500000;2;1;0;1
0;2;17;13500000;2;1;0;1
0;2;17;13500000;2;1;0;1
1;2;17;1575000;1;0;0;1
1;2;17;1575000;1;0;0;1
1;2;17;1575000;1;0;0;1
1;1;10;1350000;0;1;0;1
1;1;10;1350000;0;1;0;1
1;2;10;1350000;1;0;0;1
1;2;10;1350000;1;0;0;1
1;2;10;1350000;1;0;0;1
1;2;10;1350000;1;0;0;1
0;1;13;2925000;1;1;0;1
0;1;13;2925000;1;1;0;1
0;1;13;2925000;1;1;0;1
1;2;17;2700000;1;1;0;1
1;2;17;2700000;1;1;0;1
1;2;17;2700000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;14;990000;1;1;0;1
1;1;10;1350000;1;0;0;1
1;1;10;1350000;1;0;0;1
0;2;13;2700000;1;1;0;0
0;2;13;2700000;1;1;0;0
0;2;13;2700000;1;1;0;0
0;2;13;2700000;1;1;0;0
0;2;13;2700000;1;1;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;1;13;1350000;1;0;0;0
0;2;14;4455000;2;1;0;1
0;2;14;4455000;2;1;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;10;2025000;1;0;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;0;990000;1;1;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
1;1;10;1125000;1;0;0;1
0;2;14;1665000;0;1;0;1
0;2;14;1665000;0;1;0;1
0;2;14;1665000;0;1;0;1
0;2;14;1665000;0;1;0;1
0;2;14;1665000;0;1;0;1
0;2;14;1665000;0;1;0;1
1;1;9;1350000;1;0;0;1
1;1;9;1350000;1;0;0;1
0;1;13;2025000;1;1;0;1
0;1;13;2025000;1;1;0;1
1;1;10;810000;1;0;0;0
0;1;4;1800000;1;1;0;1
0;1;4;1800000;1;1;0;1
0;2;17;2250000;1;0;0;1
1;2;10;990000;1;0;0;1
1;2;10;990000;1;0;0;1
1;2;10;990000;1;0;0;1
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;1;12;3600000;0;1;0;0
0;2;17;2250000;2;1;0;1
0;2;17;2250000;2;1;0;1
0;2;17;2250000;2;1;0;1
0;2;17;2250000;2;1;0;1
0;2;17;2250000;2;1;0;1
0;2;17;4275000;1;1;0;1
0;2;17;4275000;1;1;0;1
0;2;17;4275000;1;1;0;1
0;2;17;4275000;1;1;0;1
1;2;14;1575000;1;0;1;1
1;2;14;1575000;1;0;1;1
1;1;13;1440000;2;0;1;1
0;1;17;2700000;1;1;1;0
0;1;17;2700000;1;1;1;0
1;2;8;1575000;1;1;0;1
1;2;14;900000;1;1;1;1
1;2;14;900000;1;1;1;1
1;2;14;900000;1;1;1;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
0;1;12;2025000;1;1;0;1
1;2;7;990000;1;0;1;1
1;2;7;990000;1;0;1;1
1;2;7;990000;1;0;1;1
1;2;7;990000;1;0;1;1
1;2;7;990000;1;0;1;1
1;2;7;990000;1;0;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
0;2;13;3600000;1;1;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;10;1575000;1;0;1;1
1;1;0;900000;1;1;1;1
1;1;0;900000;1;1;1;1
1;1;0;900000;1;1;1;1
1;1;0;900000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
1;1;9;1800000;1;1;1;1
0;1;12;1575000;1;1;0;1
0;1;12;1575000;1;1;0;1
1;3;17;1350000;1;0;1;1
0;1;17;3600000;1;1;1;1
0;1;17;3600000;1;1;1;1
0;1;17;3600000;1;1;1;1
0;1;17;3600000;1;1;1;1
0;1;17;3600000;1;1;1;1
1;1;7;1575000;1;1;0;1
1;1;7;1575000;1;1;0;1
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
1;3;11;1125000;1;0;1;1
1;3;11;1125000;1;0;1;1
1;3;11;1125000;1;0;1;1
1;3;11;1125000;1;0;1;1
1;3;11;1125000;1;0;1;1
1;1;13;1350000;1;0;1;1
1;1;13;1350000;1;0;1;1
1;1;13;1350000;1;0;1;1
1;1;13;1350000;1;0;1;1
1;1;13;1350000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;14;675000;1;0;1;1
1;1;15;900000;1;0;1;1
1;1;15;900000;1;0;1;1
1;1;15;900000;1;0;1;1
1;1;15;900000;1;0;1;1
0;1;13;1125000;1;1;1;0
0;1;13;1125000;1;1;1;0
1;1;14;3600000;1;0;1;0
1;1;14;3600000;1;0;1;0
1;2;17;2790000;1;0;1;0
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
1;1;14;1575000;1;0;1;1
0;1;15;1575000;2;1;0;1
0;1;15;1575000;2;1;0;1
0;1;15;1575000;2;1;0;1
0;1;4;1350000;1;0;1;1
0;1;4;1350000;1;0;1;1
0;1;4;1350000;1;0;1;1
0;1;4;1350000;1;0;1;1
0;1;4;1350000;1;0;1;1
0;1;4;1350000;1;0;1;1
1;3;10;1125000;0;1;1;0
1;1;13;2250000;1;0;0;1
1;1;13;2250000;1;0;0;1
1;1;13;2250000;1;0;0;1
1;1;13;2250000;1;0;0;1
1;1;13;2250000;1;0;0;1
1;1;13;2250000;1;0;0;1
1;2;14;3060000;1;1;1;1
1;2;14;3060000;1;1;1;1
1;2;14;3060000;1;1;1;1
1;1;14;675000;2;0;1;1
0;1;17;3150000;1;1;1;1
0;1;17;3150000;1;1;1;1
0;1;17;3150000;1;1;1;1
0;1;17;3150000;1;1;1;1
0;1;17;3150000;1;1;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;2700000;1;0;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
1;1;17;1575000;1;1;1;1
0;1;4;2520000;1;1;1;1
0;1;4;2520000;1;1;1;1
0;1;4;2520000;1;1;1;1
0;1;4;2520000;1;1;1;1
0;1;4;2520000;1;1;1;1
1;1;9;1350000;1;0;1;1
1;1;9;1350000;1;0;1;1
1;1;9;1350000;1;0;1;1
1;1;13;1350000;1;0;1;1
